,taxon_name_w_authors,v10_11_12_13_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species,v14_chained_accepted_genus,v14_direct_accepted_genus
888070,Polystichum pseudodeltodon Tagawa,Polystichum deltodon (Baker) Diels,Polystichum deltodon (Baker) Diels,Polystichum deltodon (Baker) Diels,Polystichum deltodon,Polystichum pseudodeltodon Tagawa,Polystichum pseudodeltodon,Polystichum,Polystichum
888099,Aspidium nitidulum Wall. ex Kuhn,Dryopteris yoroii Seriz.,Dryopteris yoroii Seriz.,Dryopteris yoroii Seriz.,Dryopteris yoroii,Dryopteris sinonepalensis Z.Y.Zuo & Fraser-Jenk.,Dryopteris sinonepalensis,Dryopteris,Dryopteris
888158,Arachniodes foeniculacea Ching,Arachniodes coniifolia (T.Moore) Ching,Arachniodes coniifolia (T.Moore) Ching,Arachniodes coniifolia (T.Moore) Ching,Arachniodes coniifolia,Arachniodes foeniculacea Ching,Arachniodes foeniculacea,Arachniodes,Arachniodes
888410,Polystichum subobliquum Tagawa,Polystichum obliquum (D.Don) T.Moore,Polystichum obliquum (D.Don) T.Moore,Polystichum obliquum (D.Don) T.Moore,Polystichum obliquum,Polystichum subobliquum Tagawa,Polystichum subobliquum,Polystichum,Polystichum
888454,Dryopteris strigosa (Willd.) C.Chr.,Ctenitis crinita (Poir.) Ching,Ctenitis crinita (Poir.) Ching,Ctenitis crinita (Poir.) Ching,Ctenitis crinita,Thelypteris strigosa (Willd.) Tardieu,Thelypteris strigosa,Ctenitis,Thelypteris
888677,Ctenitis calcarea Ching & Chu H.Wang,Ctenitis subglandulosa (Hance) Ching,Ctenitis subglandulosa (Hance) Ching,Ctenitis subglandulosa (Hance) Ching,Ctenitis subglandulosa,Ctenitis eatonii (Baker) Ching,Ctenitis eatonii,Ctenitis,Ctenitis
888740,Bolbitis yunnanensis Ching,Bolbitis hainanensis Ching & Chu H.Wang,Bolbitis hainanensis Ching & Chu H.Wang,Bolbitis hainanensis Ching & Chu H.Wang,Bolbitis hainanensis,Bolbitis subcordata (Copel.) Ching,Bolbitis subcordata,Bolbitis,Bolbitis
888800,Acrostichum lowei Fée,Elaphoglossum hirtum (Sw.) C.Chr.,Elaphoglossum hirtum (Sw.) C.Chr.,Elaphoglossum hirtum (Sw.) C.Chr.,Elaphoglossum hirtum,Elaphoglossum semicylindricum (T.E.Bowdich) Benl,Elaphoglossum semicylindricum,Elaphoglossum,Elaphoglossum
888803,Elaphoglossum semicylindricum (T.E.Bowdich) Benl,Elaphoglossum hirtum (Sw.) C.Chr.,Elaphoglossum hirtum (Sw.) C.Chr.,Elaphoglossum hirtum (Sw.) C.Chr.,Elaphoglossum hirtum,Elaphoglossum semicylindricum (T.E.Bowdich) Benl,Elaphoglossum semicylindricum,Elaphoglossum,Elaphoglossum
888804,Lomaria semicylindrica T.E.Bowdich,Elaphoglossum hirtum (Sw.) C.Chr.,Elaphoglossum hirtum (Sw.) C.Chr.,Elaphoglossum hirtum (Sw.) C.Chr.,Elaphoglossum hirtum,Elaphoglossum semicylindricum (T.E.Bowdich) Benl,Elaphoglossum semicylindricum,Elaphoglossum,Elaphoglossum
888810,Acrostichum lindbergii Mett.,Elaphoglossum hyalinum Christ,Elaphoglossum hyalinum Christ,Elaphoglossum hyalinum Christ,Elaphoglossum hyalinum,Elaphoglossum hybridum (Bory) Brack.,Elaphoglossum hybridum,Elaphoglossum,Elaphoglossum
888907,Stenochlaena sorbifolia var. leptocarpa (Fée) Domin,Teratophyllum brightiae (F.Muell.) Holttum,Teratophyllum brightiae (F.Muell.) Holttum,Teratophyllum brightiae (F.Muell.) Holttum,Teratophyllum brightiae,Teratophyllum leptocarpum (Fée) Holttum,Teratophyllum leptocarpum,Teratophyllum,Teratophyllum
889188,Acrostichum laminarioides var. brevipes E.Fourn.,Elaphoglossum vestitum (Schltdl. & Cham.) Schott,Elaphoglossum vestitum (Schltdl. & Cham.) Schott,Elaphoglossum vestitum (Schltdl. & Cham.) Schott,Elaphoglossum vestitum,Elaphoglossum apodum (Kaulf.) Schott,Elaphoglossum apodum,Elaphoglossum,Elaphoglossum
889760,Humata subvestita (C.Chr.) Parris,Davallia repens (L.f.) Kuhn,Davallia repens (L.f.) Kuhn,Davallia repens (L.f.) Kuhn,Davallia repens,Davallia subvestita (C.Chr.) Parris,Davallia subvestita,Davallia,Davallia
889765,Pachypleuria brackenridgei (Brownlie) M.Kato,Davallia repens (L.f.) Kuhn,Davallia repens (L.f.) Kuhn,Davallia repens (L.f.) Kuhn,Davallia repens,Davallia cumingii Hook.,Davallia cumingii,Davallia,Davallia
889824,Loxogramme yigongensis Ching & S.K.Wu,Loxogramme grammitoides (Baker) C.Chr.,Loxogramme grammitoides (Baker) C.Chr.,Loxogramme grammitoides (Baker) C.Chr.,Loxogramme grammitoides,Loxogramme yigongensis Ching & S.K.Wu,Loxogramme yigongensis,Loxogramme,Loxogramme
889911,Stenochlaena leptocarpa (Fée) Underw.,Lomariopsis spectabilis Mett.,Lomariopsis spectabilis Mett.,Lomariopsis spectabilis Mett.,Lomariopsis spectabilis,Teratophyllum leptocarpum (Fée) Holttum,Teratophyllum leptocarpum,Lomariopsis,Teratophyllum
890457,Paradavallodes kansuensis Ching,Davallia multidentata Hook.,Davallia multidentata Hook.,Davallia multidentata Hook.,Davallia multidentata,Davallia kansuense (Ching) Xiao D.Ma & F.G.Wang,Davallia kansuense,Davallia,Davallia
891234,Grammitis linearis Sw.,Grammitis graminea (Sw.) Ching,Grammitis graminea (Sw.) Ching,Grammitis graminea (Sw.) Ching,Grammitis graminea,Grammitis magellanica Desv.,Grammitis magellanica,Grammitis,Grammitis
891236,Mecosorus nudus Klotzsch,Grammitis graminea (Sw.) Ching,Grammitis graminea (Sw.) Ching,Grammitis graminea (Sw.) Ching,Grammitis graminea,Grammitis furcata Hook. & Grev.,Grammitis furcata,Grammitis,Grammitis
891369,Marginaria diversifolia C.Presl,Microgramma lycopodioides (L.) Copel.,Microgramma lycopodioides (L.) Copel.,Microgramma lycopodioides (L.) Copel.,Microgramma lycopodioides,Microgramma mauritiana (Willd.) Tardieu,Microgramma mauritiana,Microgramma,Microgramma
891508,Goniophlebium elatum Fée,Serpocaulon dissimile (L.) A.R.Sm.,Serpocaulon dissimile (L.) A.R.Sm.,Serpocaulon dissimile (L.) A.R.Sm.,Serpocaulon dissimile,Pecluma dulcis (Poir.) F.C.Assis & Salino,Pecluma dulcis,Serpocaulon,Pecluma
891523,Goniophlebium grammatoides Fée,Serpocaulon lasiopus (Klotzsch) A.R.Sm.,Serpocaulon lasiopus (Klotzsch) A.R.Sm.,Serpocaulon lasiopus (Klotzsch) A.R.Sm.,Serpocaulon lasiopus,Serpocaulon vacillans (Link) A.R.Sm.,Serpocaulon vacillans,Serpocaulon,Serpocaulon
891530,Polypodium beyerianum Rosenst.,Serpocaulon loriceum (L.) A.R.Sm.,Serpocaulon loriceum (L.) A.R.Sm.,Serpocaulon loriceum (L.) A.R.Sm.,Serpocaulon loriceum,Serpocaulon maritimum (Hieron.) A.R.Sm.,Serpocaulon maritimum,Serpocaulon,Serpocaulon
891535,Polypodium loriceum f. duplisora Domin,Serpocaulon loriceum (L.) A.R.Sm.,Serpocaulon loriceum (L.) A.R.Sm.,Serpocaulon loriceum (L.) A.R.Sm.,Serpocaulon loriceum,Serpocaulon falcaria (Kunze) A.R.Sm.,Serpocaulon falcaria,Serpocaulon,Serpocaulon
891543,Polypodium loriceum var. hirto-pubescens Hieron.,Serpocaulon loriceum (L.) A.R.Sm.,Serpocaulon loriceum (L.) A.R.Sm.,Serpocaulon loriceum (L.) A.R.Sm.,Serpocaulon loriceum,Serpocaulon lasiopus (Klotzsch) A.R.Sm.,Serpocaulon lasiopus,Serpocaulon,Serpocaulon
891544,Polypodium loriceum var. obscurum Rosenst.,Serpocaulon loriceum (L.) A.R.Sm.,Serpocaulon loriceum (L.) A.R.Sm.,Serpocaulon loriceum (L.) A.R.Sm.,Serpocaulon loriceum,Serpocaulon concolorum (M.Kessler & A.R.Sm.) A.R.Sm.,Serpocaulon concolorum,Serpocaulon,Serpocaulon
891545,Polypodium loriceum var. squamuligerum Rosenst.,Serpocaulon loriceum (L.) A.R.Sm.,Serpocaulon loriceum (L.) A.R.Sm.,Serpocaulon loriceum (L.) A.R.Sm.,Serpocaulon loriceum,Serpocaulon concolorum (M.Kessler & A.R.Sm.) A.R.Sm.,Serpocaulon concolorum,Serpocaulon,Serpocaulon
891693,Polypodium mollendense Maxon,Pleopeltis masafuerae (Phil.) de la Sota,Pleopeltis masafuerae (Phil.) de la Sota,Pleopeltis masafuerae (Phil.) de la Sota,Pleopeltis masafuerae,Polypodium mollendense Maxon,Polypodium mollendense,Pleopeltis,Polypodium
891805,Cephalomanes rhomboideum Bosch,Trichomanes atrovirens (C.Presl) Kunze,Trichomanes atrovirens (C.Presl) Kunze,Trichomanes atrovirens (C.Presl) Kunze,Trichomanes atrovirens,Trichomanes javanicum Blume,Trichomanes javanicum,Trichomanes,Trichomanes
891814,Cephalomanes curvatum Bosch,Trichomanes javanicum Blume,Trichomanes javanicum Blume,Trichomanes javanicum Blume,Trichomanes javanicum,Trichomanes atrovirens (C.Presl) Kunze,Trichomanes atrovirens,Trichomanes,Trichomanes
891815,Cephalomanes javanicum var. sumatranum (Alderw.) K.Iwats.,Trichomanes javanicum Blume,Trichomanes javanicum Blume,Trichomanes javanicum Blume,Trichomanes javanicum,Trichomanes sumatranum Alderw.,Trichomanes sumatranum,Trichomanes,Trichomanes
891817,Cephalomanes oblongifolium C.Presl,Trichomanes javanicum Blume,Trichomanes javanicum Blume,Trichomanes javanicum Blume,Trichomanes javanicum,Trichomanes laciniatum Roxb.,Trichomanes laciniatum,Trichomanes,Trichomanes
891823,Cephalomanes sumatranum (Alderw.) Copel.,Trichomanes javanicum Blume,Trichomanes javanicum Blume,Trichomanes javanicum Blume,Trichomanes javanicum,Trichomanes sumatranum Alderw.,Trichomanes sumatranum,Trichomanes,Trichomanes
891824,Trichomanes sumatranum Alderw.,Trichomanes javanicum Blume,Trichomanes javanicum Blume,Trichomanes javanicum Blume,Trichomanes javanicum,Trichomanes sumatranum Alderw.,Trichomanes sumatranum,Trichomanes,Trichomanes
891842,Macroglena parviflora (Poir.) Copel.,Trichomanes rigidum Sw.,Trichomanes rigidum Sw.,Trichomanes rigidum Sw.,Trichomanes rigidum,Trichomanes parviflorum Poir.,Trichomanes parviflorum,Trichomanes,Trichomanes
891904,Trichomanes millefolium C.Presl,Trichomanes maximum Blume,Trichomanes maximum Blume,Trichomanes maximum Blume,Trichomanes maximum,Trichomanes grande Copel.,Trichomanes grande,Trichomanes,Trichomanes
891910,Didymoglossum montanum J.P.Roux,Trichomanes reptans Sw.,Trichomanes reptans Sw.,Trichomanes reptans Sw.,Trichomanes reptans,Trichomanes robinsonii Hook. ex Baker,Trichomanes robinsonii,Trichomanes,Trichomanes
891912,Trichomanes montanum Hook.,Trichomanes reptans Sw.,Trichomanes reptans Sw.,Trichomanes reptans Sw.,Trichomanes reptans,Trichomanes robinsonii Hook. ex Baker,Trichomanes robinsonii,Trichomanes,Trichomanes
891917,Trichomanes robinsonii Hook. ex Baker,Trichomanes reptans Sw.,Trichomanes reptans Sw.,Trichomanes reptans Sw.,Trichomanes reptans,Trichomanes robinsonii Hook. ex Baker,Trichomanes robinsonii,Trichomanes,Trichomanes
891960,Didymoglossum plicatum Bosch,Trichomanes campanulatum Roxb.,Trichomanes campanulatum Roxb.,Trichomanes campanulatum Roxb.,Trichomanes campanulatum,Trichomanes latealatum (Bosch) Christ,Trichomanes latealatum,Trichomanes,Trichomanes
891966,Trichomanes seemannii Carruth.,Trichomanes intermedium Bosch,Trichomanes intermedium Bosch,Trichomanes intermedium Bosch,Trichomanes intermedium,Trichomanes dentatum Bosch,Trichomanes dentatum,Trichomanes,Trichomanes
891999,Crepidomanes yunnanense Ching & Chiu,Trichomanes latealatum (Bosch) Christ,Trichomanes latealatum (Bosch) Christ,Trichomanes latealatum (Bosch) Christ,Trichomanes latealatum,Trichomanes latemarginale D.C.Eaton,Trichomanes latemarginale,Trichomanes,Trichomanes
892032,Trichomanes mannianum Mett.,Trichomanes minutum Blume,Trichomanes minutum Blume,Trichomanes minutum Blume,Trichomanes minutum,Trichomanes mannii Hook.,Trichomanes mannii,Trichomanes,Trichomanes
892033,Microgonium viridans (Mett.) B.K.Nayar & S.Kaur,Trichomanes minutum Blume,Trichomanes minutum Blume,Trichomanes minutum Blume,Trichomanes minutum,Trichomanes latealatum (Bosch) Christ,Trichomanes latealatum,Trichomanes,Trichomanes
892037,Crepidomanes pervenulosum (Alderw.) Copel.,Trichomanes parvifolium (Baker) Copel.,Trichomanes parvifolium (Baker) Copel.,Trichomanes parvifolium (Baker) Copel.,Trichomanes parvifolium,Trichomanes pervenulosum Alderw.,Trichomanes pervenulosum,Trichomanes,Trichomanes
892042,Trichomanes pervenulosum Alderw.,Trichomanes parvifolium (Baker) Copel.,Trichomanes parvifolium (Baker) Copel.,Trichomanes parvifolium (Baker) Copel.,Trichomanes parvifolium,Trichomanes pervenulosum Alderw.,Trichomanes pervenulosum,Trichomanes,Trichomanes
892050,Crepidomanes grande (Copel.) Ebihara & K.Iwats.,Trichomanes thysanostomum Makino,Trichomanes thysanostomum Makino,Trichomanes thysanostomum Makino,Trichomanes thysanostomum,Trichomanes grande Copel.,Trichomanes grande,Trichomanes,Trichomanes
892051,Trichomanes preslianum Nakai,Trichomanes thysanostomum Makino,Trichomanes thysanostomum Makino,Trichomanes thysanostomum Makino,Trichomanes thysanostomum,Trichomanes grande Copel.,Trichomanes grande,Trichomanes,Trichomanes
892054,Nesopteris grandis (Copel.) Copel.,Trichomanes thysanostomum Makino,Trichomanes thysanostomum Makino,Trichomanes thysanostomum Makino,Trichomanes thysanostomum,Trichomanes grande Copel.,Trichomanes grande,Trichomanes,Trichomanes
892055,Cephalomanes grande (Copel.) K.Iwats.,Trichomanes thysanostomum Makino,Trichomanes thysanostomum Makino,Trichomanes thysanostomum Makino,Trichomanes thysanostomum,Trichomanes grande Copel.,Trichomanes grande,Trichomanes,Trichomanes
892056,Trichomanes elatum Bosch,Trichomanes thysanostomum Makino,Trichomanes thysanostomum Makino,Trichomanes thysanostomum Makino,Trichomanes thysanostomum,Trichomanes grande Copel.,Trichomanes grande,Trichomanes,Trichomanes
892057,Trichomanes grande Copel.,Trichomanes thysanostomum Makino,Trichomanes thysanostomum Makino,Trichomanes thysanostomum Makino,Trichomanes thysanostomum,Trichomanes grande Copel.,Trichomanes grande,Trichomanes,Trichomanes
892058,Macroglena obtusa Copel.,Trichomanes thysanostomum Makino,Trichomanes thysanostomum Makino,Trichomanes thysanostomum Makino,Trichomanes thysanostomum,Trichomanes maximum Blume,Trichomanes maximum,Trichomanes,Trichomanes
892061,Hymenophyllum paniculiflorum C.Presl,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum,Hymenophyllum paniculiflorum C.Presl,Hymenophyllum paniculiflorum,Hymenophyllum,Hymenophyllum
892075,Mecodium paramnioides H.G.Zhou & W.M.Chu,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum,Hymenophyllum paramnioides (H.G.Zhou & W.M.Chu) X.C.Zhang,Hymenophyllum paramnioides,Hymenophyllum,Hymenophyllum
892084,Hymenophyllum parallelocarpum Hayata,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum,Hymenophyllum parallelocarpum Hayata,Hymenophyllum parallelocarpum,Hymenophyllum,Hymenophyllum
892086,Hymenophyllum punctisorum Rosenst.,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum,Hymenophyllum punctisorum Rosenst.,Hymenophyllum punctisorum,Hymenophyllum,Hymenophyllum
892093,Hymenophyllum fujisanense Nakai,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum,Hymenophyllum fujisanense Nakai,Hymenophyllum fujisanense,Hymenophyllum,Hymenophyllum
892103,Hymenophyllum coloratum A.Braun ex Bosch,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum,Hymenophyllum paniculiflorum C.Presl,Hymenophyllum paniculiflorum,Hymenophyllum,Hymenophyllum
892104,Hymenophyllum discosum Christ,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum D.Don,Hymenophyllum tenellum,Hymenophyllum paniculiflorum C.Presl,Hymenophyllum paniculiflorum,Hymenophyllum,Hymenophyllum
892369,Alsophila gazellae Kuhn,Sphaeropteris lunulata (G.Forst.) R.M.Tryon,Sphaeropteris lunulata (G.Forst.) R.M.Tryon,Sphaeropteris lunulata (G.Forst.) R.M.Tryon,Sphaeropteris lunulata,Pleocnemia cumingiana C.Presl,Pleocnemia cumingiana,Sphaeropteris,Pleocnemia
892520,Cyathea remotifolia Bonap.,Alsophila simulans Baker,Alsophila simulans Baker,Alsophila simulans Baker,Alsophila simulans,Cyathea remotifolia Bonap.,Cyathea remotifolia,Alsophila,Cyathea
894152,Phegopteris urophylla Mett.,Thelypteris repanda (Fée) C.V.Morton,Thelypteris repanda (Fée) C.V.Morton,Thelypteris repanda (Fée) C.V.Morton,Thelypteris repanda,Thelypteris aspera (C.Presl) K.Iwats.,Thelypteris aspera,Thelypteris,Thelypteris
894599,Lomaria confinis Cordem.,Blechnum binervatum (Poir.) C.V.Morton & Lellinger,Blechnum binervatum (Poir.) C.V.Morton & Lellinger,Blechnum binervatum (Poir.) C.V.Morton & Lellinger,Blechnum binervatum,Blechnum attenuatum (Sw.) Mett.,Blechnum attenuatum,Blechnum,Blechnum
894683,Lomaria spissa Fée,Blechnum christii C.Chr.,Blechnum christii C.Chr.,Blechnum falciforme (Liebm.) C.Chr.,Blechnum falciforme,Blechnum cordatum (Desv.) Hieron.,Blechnum cordatum,Blechnum,Blechnum
894702,Doodia milnei Carruth.,Blechnum milnei (Carruth.) C.Chr.,Blechnum milnei (Carruth.) C.Chr.,Blechnum milnei (Carruth.) C.Chr.,Blechnum milnei,Blechnum kermadecense Perrie & Brownsey,Blechnum kermadecense,Blechnum,Blechnum
894704,Blechnum kermadecense Perrie & Brownsey,Blechnum milnei (Carruth.) C.Chr.,Blechnum milnei (Carruth.) C.Chr.,Blechnum milnei (Carruth.) C.Chr.,Blechnum milnei,Blechnum kermadecense Perrie & Brownsey,Blechnum kermadecense,Blechnum,Blechnum
894705,Doodia media var. milnei (Carruth.) Baker,Blechnum milnei (Carruth.) C.Chr.,Blechnum milnei (Carruth.) C.Chr.,Blechnum milnei (Carruth.) C.Chr.,Blechnum milnei,Blechnum kermadecense Perrie & Brownsey,Blechnum kermadecense,Blechnum,Blechnum
894723,Blechnum capense var. vestitum (Blume) Domin,Blechnum wattsii Tindale,Blechnum wattsii Tindale,Blechnum wattsii Tindale,Blechnum wattsii,Blechnum vestitum (Blume) Kuhn,Blechnum vestitum,Blechnum,Blechnum
895075,Asplenium angustifolium Jacq.,Grammitis meridionalis Parris,Grammitis meridionalis Parris,Grammitis billardierei Willd.,Grammitis billardierei,Grammitis magellanica Desv.,Grammitis magellanica,Grammitis,Grammitis
895076,Notogrammitis angustifolia (Jacq.) Parris,Grammitis meridionalis Parris,Grammitis meridionalis Parris,Grammitis billardierei Willd.,Grammitis billardierei,Grammitis magellanica Desv.,Grammitis magellanica,Grammitis,Grammitis
895156,Polypodium blumeanum C.Presl,Grammitis sumatrana (Baker) Copel.,Grammitis sumatrana (Baker) Copel.,Grammitis sumatrana (Baker) Copel.,Grammitis sumatrana,Grammitis pilosiuscula Blume,Grammitis pilosiuscula,Grammitis,Grammitis
895566,Stenolepia Alderw.,Dryopteris Adans.,Dryopteris Adans.,Dryopteris Adans.,,Stenolepia Alderw.,,Dryopteris,Stenolepia
895616,Cardiochlaena Fée,Tectaria Cav.,Tectaria Cav.,Tectaria Cav.,,Polydictyum C.Presl,,Tectaria,Polydictyum
895620,Polydictyum C.Presl,Tectaria Cav.,Tectaria Cav.,Tectaria Cav.,,Polydictyum C.Presl,,Tectaria,Polydictyum
895876,Hiya H.Shang,Hypolepis Bernh.,Hypolepis Bernh.,Hypolepis Bernh.,,Hiya H.Shang,,Hypolepis,Hiya
897025,Scorzonera laciniata var. intermedia (Guss.) Rouy,Scorzonera calcitrapifolia Vahl,Scorzonera calcitrapifolia Vahl,Scorzonera calcitrapifolia Vahl,Scorzonera calcitrapifolia,Scorzonera laciniata L.,Scorzonera laciniata,Scorzonera,Scorzonera
897537,Inula salicina subsp. semiamplexicaulis (Reut.) Nyman,"Pentanema salicinum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.","Pentanema salicinum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.","Pentanema salicinum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.",Pentanema salicinum,Pentanema × semiamplexicaule (Reut.) Seregin,Pentanema × semiamplexicaule,Pentanema,Pentanema
897538,"Inula vaillantii var. semiamplexicaulis (Reut.) Ces., Pass. & Gibelli","Pentanema salicinum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.","Pentanema salicinum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.","Pentanema salicinum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.",Pentanema salicinum,Pentanema × semiamplexicaule (Reut.) Seregin,Pentanema × semiamplexicaule,Pentanema,Pentanema
897751,Doryopteris magdalenensis (Brade) Brade,Hemionitis subsimplex (Fée) Christenh.,Hemionitis subsimplex (Fée) Christenh.,Hemionitis subsimplex (Fée) Christenh.,Hemionitis subsimplex,Hemionitis magdalenensis (Brade) Christenh.,Hemionitis magdalenensis,Hemionitis,Hemionitis
897860,Pellaea glaziovii var. minor Baker,Hemionitis aconitifolia Christenh.,Hemionitis aconitifolia Christenh.,Hemionitis aconitifolia Christenh.,Hemionitis aconitifolia,Hemionitis pyornkrachzarkii Christenh.,Hemionitis pyornkrachzarkii,Hemionitis,Hemionitis
898173,Notholaena scariosa (Sw.) Baker,Hemionitis squamosa (Gillies ex Hook. & Grev.) Christenh.,Hemionitis squamosa (Gillies ex Hook. & Grev.) Christenh.,Hemionitis squamosa (Gillies ex Hook. & Grev.) Christenh.,Hemionitis squamosa,Hemionitis scariosa (Sw.) Christenh.,Hemionitis scariosa,Hemionitis,Hemionitis
898227,Amauropelta cystopteroides (D.C.Eaton) S.E.Fawc. & A.R.Sm.,Thelypteris cystodioides (Holttum) Christenh.,Thelypteris cystodioides (Holttum) Christenh.,Thelypteris cystodioides (Holttum) Christenh.,Thelypteris cystodioides,Thelypteris cystopteroides (D.C.Eaton) Ching,Thelypteris cystopteroides,Thelypteris,Thelypteris
898597,Cyathea nigrescens (Hook.) J.Sm.,Thelypteris woodlarkensis (Copel.) Christenh.,Thelypteris woodlarkensis (Copel.) Christenh.,Thelypteris woodlarkensis (Copel.) Christenh.,Thelypteris woodlarkensis,Alsophila woodwardioides (Kaulf.) D.S.Conant,Alsophila woodwardioides,Thelypteris,Alsophila
898657,Pteris angusta Bory ex Willd.,Hemionitis aspera (Baker) ined.,Hemionitis aspera (Baker) ined.,Hemionitis aspera (Baker) ined.,Hemionitis aspera,Hemionitis dura (Willd.) Christenh.,Hemionitis dura,Hemionitis,Hemionitis
898803,Polypodium semicryptum (Copel.) C.Chr.,Grammitis pectinata (T.Moore) Christenh.,Grammitis pectinata (T.Moore) Christenh.,Grammitis pectinata (T.Moore) Christenh.,Grammitis pectinata,Grammitis semicrypta (Copel.) Christenh.,Grammitis semicrypta,Grammitis,Grammitis
899064,Cyclosorus dimorphus (Brause) Copel.,Thelypteris major (Copel.) Christenh.,Thelypteris major (Copel.) Christenh.,Thelypteris major (Copel.) Christenh.,Thelypteris major,Thelypteris dimorpha (Brause) C.F.Reed,Thelypteris dimorpha,Thelypteris,Thelypteris
