,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species,v13_direct_accepted_name_w_author,v13_direct_accepted_species
428434,Eupatorium punduanum Wall. ex DC.,Eupatorium cannabinum subsp. cannabinum,Eupatorium cannabinum subsp. cannabinum,Eupatorium cannabinum L.,Eupatorium cannabinum,Eupatorium punduanum Wall. ex DC.,Eupatorium punduanum
428725,Lacinaria earlei Greene,Liatris squarrulosa Michx.,Liatris squarrulosa Michx.,Liatris squarrulosa Michx.,Liatris squarrulosa,Liatris spheroidea Michx.,Liatris spheroidea
428727,Lacinaria scabra Greene,Liatris squarrulosa Michx.,Liatris squarrulosa Michx.,Liatris squarrulosa Michx.,Liatris squarrulosa,Liatris spheroidea Michx.,Liatris spheroidea
429147,Kuhnia leptophylla var. mexicana Shinners,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia leptophylla (Scheele) Shinners,Brickellia leptophylla,Brickellia mexicana (Shinners) G.L.Nesom,Brickellia mexicana
429148,Kuhnia microphylla Shinners,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia leptophylla (Scheele) Shinners,Brickellia leptophylla,Brickellia rosmarinifolia (Vent.) W.A.Weber,Brickellia rosmarinifolia
429149,Kuhnia rosmarinifolia Vent.,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia leptophylla (Scheele) Shinners,Brickellia leptophylla,Brickellia rosmarinifolia (Vent.) W.A.Weber,Brickellia rosmarinifolia
429150,Kuhnia schaffneri A.Gray,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia leptophylla (Scheele) Shinners,Brickellia leptophylla,Brickellia schaffneri (A.Gray) Shinners,Brickellia schaffneri
429151,Brickellia leptophylla var. mexicana (Shinners) Shinners,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia leptophylla (Scheele) Shinners,Brickellia leptophylla,Brickellia mexicana (Shinners) G.L.Nesom,Brickellia mexicana
429152,Brickellia rosmarinifolia (Vent.) W.A.Weber,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia leptophylla (Scheele) Shinners,Brickellia leptophylla,Brickellia rosmarinifolia (Vent.) W.A.Weber,Brickellia rosmarinifolia
429153,Brickellia schaffneri (A.Gray) Shinners,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia leptophylla (Scheele) Shinners,Brickellia leptophylla,Brickellia schaffneri (A.Gray) Shinners,Brickellia schaffneri
429154,Clavigera corymbosa DC.,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia leptophylla (Scheele) Shinners,Brickellia leptophylla,Brickellia corymbosa (DC.) A.Gray,Brickellia corymbosa
429155,Eupatorium canescens Ortega,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia eupatorioides var. chlorolepis (Wooton & Standl.) B.L.Turner,Brickellia leptophylla (Scheele) Shinners,Brickellia leptophylla,Brickellia rosmarinifolia (Vent.) W.A.Weber,Brickellia rosmarinifolia
429161,Kuhnia eupatorioides var. gracilis Torr. & A.Gray,Brickellia eupatorioides var. floridana (R.W.Long) B.L.Turner,Brickellia eupatorioides var. floridana (R.W.Long) B.L.Turner,Brickellia mosieri (Small) Shinners,Brickellia mosieri,Brickellia eupatorioides (L.) Shinners,Brickellia eupatorioides
431771,Lycopodium alopecuroides var. pseudoreflexum Christ,Lycopodiella alopecuroides (L.) Cranfill,Lycopodiella alopecuroides (L.) Cranfill,Lycopodiella alopecuroides (L.) Cranfill,Lycopodiella alopecuroides,Lycopodiella longipes (Hook. & Grev.) Holub,Lycopodiella longipes
432134,Selaginella hengduanshanicola W.M.Chu,Selaginella helvetica subsp. helvetica,Selaginella helvetica subsp. helvetica,Selaginella helvetica subsp. helvetica,Selaginella helvetica,Selaginella tibetica Ching & S.K.Wu,Selaginella tibetica
432135,Selaginella tibetica Ching & S.K.Wu,Selaginella helvetica subsp. helvetica,Selaginella helvetica subsp. helvetica,Selaginella helvetica subsp. helvetica,Selaginella helvetica,Selaginella tibetica Ching & S.K.Wu,Selaginella tibetica
432313,Selaginella jugorum Hand.-Mazz.,Selaginella nipponica Franch. & Sav.,Selaginella nipponica Franch. & Sav.,Selaginella nipponica Franch. & Sav.,Selaginella nipponica,Selaginella jugorum Hand.-Mazz.,Selaginella jugorum
432811,Isoetes lacustris subsp. brochonii (Motelay) R.C.V.Douin,Isoetes lacustris L.,Isoetes lacustris L.,Isoetes lacustris L.,Isoetes lacustris,Isoetes × brochonii Motelay,Isoetes × brochonii
432929,Lycopodium complanatum subvar. foliaceum Farw.,Lycopodium complanatum L.,Lycopodium complanatum L.,Lycopodium complanatum L.,Lycopodium complanatum,Lycopodium digitatum Dill. ex A.Braun,Lycopodium digitatum
433342,Danaea muenchii Christ,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana,Danaea cuspidata Liebm.,Danaea cuspidata
433634,Danaea moritziana var. brasiliensis Rosenst.,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana,Danaea excurrens Rosenst.,Danaea excurrens
433635,Danaea muelleriana Rosenst.,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana,Danaea excurrens Rosenst.,Danaea excurrens
433636,Danaea paraguariensis Christ,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana,Danaea paraguariensis Christ,Danaea paraguariensis
433638,Danaea betancurii A.Rojas,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana,Danaea betancurii A.Rojas,Danaea betancurii
433639,Danaea cuspidata Liebm.,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana,Danaea cuspidata Liebm.,Danaea cuspidata
433640,Danaea tuomistoana A.Rojas,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana,Danaea cuspidata Liebm.,Danaea cuspidata
433659,Clementea palmiformis Cav.,Angiopteris evecta (G.Forst.) Hoffm.,Angiopteris evecta (G.Forst.) Hoffm.,Angiopteris evecta (G.Forst.) Hoffm.,Angiopteris evecta,Angiopteris palmiformis (Cav.) C.Chr.,Angiopteris palmiformis
433773,Angiopteris durvilleana de Vriese,Angiopteris arborescens (Blanco) Merr.,Angiopteris arborescens (Blanco) Merr.,Angiopteris arborescens (Blanco) Merr.,Angiopteris arborescens,Angiopteris palmiformis (Cav.) C.Chr.,Angiopteris palmiformis
433782,Angiopteris angustifolia C.Presl,Angiopteris arborescens (Blanco) Merr.,Angiopteris arborescens (Blanco) Merr.,Angiopteris arborescens (Blanco) Merr.,Angiopteris arborescens,Angiopteris palmiformis (Cav.) C.Chr.,Angiopteris palmiformis
433834,Botrychium lunaria var. rhombeum Ångstr.,Botrychium lunaria (L.) Sw.,Botrychium lunaria (L.) Sw.,Botrychium lunaria (L.) Sw.,Botrychium lunaria,Botrychium matricariifolium (Retz.) A.Braun ex W.D.J.Koch,Botrychium matricariifolium
434293,Dicranopteris linearis var. latiloba Holttum,Dicranopteris splendida (Hand.-Mazz.) Tagawa,Dicranopteris splendida (Hand.-Mazz.) Tagawa,Dicranopteris splendida (Hand.-Mazz.) Tagawa,Dicranopteris splendida,Dicranopteris latiloba (Holttum) Y.H.Yan & Z.Y.Wei,Dicranopteris latiloba
434327,Dicranopteris lessonii (A.Rich.) Ching,Dicranopteris curranii Copel.,Dicranopteris curranii Copel.,Dicranopteris curranii Copel.,Dicranopteris curranii,Dicranopteris linearis var. linearis,Dicranopteris linearis
435332,Sphaerocionium macrocarpum C.Presl,Hymenophyllum emarginatum Sw.,Hymenophyllum emarginatum Sw.,Hymenophyllum emarginatum Sw.,Hymenophyllum emarginatum,Hymenophyllum badium Hook. & Grev.,Hymenophyllum badium
435600,Hymenophyllum bamlerianum Rosenst.,Hymenophyllum imbricatum Blume,Hymenophyllum imbricatum Blume,Hymenophyllum imbricatum Blume,Hymenophyllum imbricatum,Hymenophyllum junghuhnii Bosch,Hymenophyllum junghuhnii
435602,Mecodium bamlerianum (Rosenst.) Braithwaite,Hymenophyllum imbricatum Blume,Hymenophyllum imbricatum Blume,Hymenophyllum imbricatum Blume,Hymenophyllum imbricatum,Hymenophyllum junghuhnii Bosch,Hymenophyllum junghuhnii
435632,Hymenophyllum pumilio Rosenst.,Hymenophyllum minimum A.Rich.,Hymenophyllum minimum A.Rich.,Hymenophyllum minimum A.Rich.,Hymenophyllum minimum,Hymenophyllum pumilio Rosenst.,Hymenophyllum pumilio
435786,Hymenophyllum buchtienii Rosenst.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum,Hymenophyllum elegantulum Bosch,Hymenophyllum elegantulum
435787,Hymenophyllum elegantulum Bosch,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum,Hymenophyllum elegantulum Bosch,Hymenophyllum elegantulum
436182,Microschizaea robusta (Baker) C.F.Reed,Schizaea malaccana var. robustior C.Chr.,Schizaea malaccana var. robustior C.Chr.,Schizaea hallieri A.Richter,Schizaea hallieri,Schizaea robusta Baker,Schizaea robusta
436184,Schizaea robusta Baker,Schizaea malaccana var. robustior C.Chr.,Schizaea malaccana var. robustior C.Chr.,Schizaea hallieri A.Richter,Schizaea hallieri,Schizaea robusta Baker,Schizaea robusta
436379,Dryopteris disjuncta f. glandulosa (R.M.Tryon) Cody,Gymnocarpium disjunctum (Rupr.) Ching,Gymnocarpium disjunctum (Rupr.) Ching,Gymnocarpium disjunctum (Rupr.) Ching,Gymnocarpium disjunctum,Thelypteris maxoniana A.R.Sm.,Thelypteris maxoniana
436425,Asplenium majus (Hieron.) Pic.Serm.,Asplenium actiniopteroides Peter,Asplenium actiniopteroides Peter,Asplenium actiniopteroides Peter,Asplenium actiniopteroides,Asplenium majus (Hieron.) Pic.Serm.,Asplenium majus
436438,Cyathea conspersa Christ,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva,Cyathea onusta Christ,Cyathea onusta
436440,Cyathea furfuracea Christ,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva,Cyathea onusta Christ,Cyathea onusta
436442,Cyathea mollis Rosenst.,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva,Cyathea onusta Christ,Cyathea onusta
436444,Cyathea onusta Christ,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva,Cyathea onusta Christ,Cyathea onusta
436445,Cyathea papyracea Christ,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva,Cyathea onusta Christ,Cyathea onusta
436446,Cyathea underwoodii Christ,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva,Cyathea onusta Christ,Cyathea onusta
436450,Cyathea attenuata Fée,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri
436451,Cyathea incurvata Kunze,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri
436452,Cyathea mamillata Fée,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri
436453,Cyathea taunaysiana Glaz. & Fée,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri
436454,Sphaeropteris gardneri (Hook.) R.M.Tryon,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri
436480,Asplenium surinamense Fée,Asplenium angustum Sw.,Asplenium angustum Sw.,Asplenium angustum Sw.,Asplenium angustum,Asplenium serratum L.,Asplenium serratum
436609,Asplenium symmetricum Colenso,Asplenium richardii Hook.f.,Asplenium richardii Hook.f.,Asplenium richardii Hook.f.,Asplenium richardii,Asplenium hookerianum Colenso,Asplenium hookerianum
436719,Cyathea incanescens Domin,Cyathea incana H.Karst.,Cyathea incana H.Karst.,Cyathea incana H.Karst.,Cyathea incana,Alsophila manniana (Hook.) R.M.Tryon,Alsophila manniana
436792,Cyathea asperata Sodiro,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens,Cyathea brachypoda Sodiro,Cyathea brachypoda
436794,Cyathea brachypoda Sodiro,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens,Cyathea brachypoda Sodiro,Cyathea brachypoda
436797,Cyathea muriculata Sodiro,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens,Cyathea brachypoda Sodiro,Cyathea brachypoda
436800,Cyathea tungurahuae Sodiro,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens,Cyathea tungurahuae Sodiro,Cyathea tungurahuae
436918,Cyathea furfuracea Baker,Cyathea tenera (J.Sm.) T.Moore,Cyathea tenera (J.Sm.) T.Moore,Cyathea tenera (J.Sm.) T.Moore,Cyathea tenera,Cyathea furfuracea Baker,Cyathea furfuracea
437000,Amphidesmium parkeri var. majus Fée,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata,Metaxya parkeri (Hook. & Grev.) J.Sm.,Metaxya parkeri
437002,Amphidesmium parkeri Schott,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata,Metaxya parkeri (Hook. & Grev.) J.Sm.,Metaxya parkeri
437005,Polypodium parkeri Hook. & Grev.,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata,Metaxya parkeri (Hook. & Grev.) J.Sm.,Metaxya parkeri
437042,Davallia hosei Baker,Tapeinidium luzonicum (Hook.) K.U.Kramer,Tapeinidium luzonicum (Hook.) K.U.Kramer,Tapeinidium luzonicum (Hook.) K.U.Kramer,Tapeinidium luzonicum,Tapeinidium gracile (Blume) Alderw.,Tapeinidium gracile
437353,Asplenium arifolium Burm.f.,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum,Hemionitis arifolia (Burm.f.) T.Moore,Hemionitis arifolia
437839,Polypodium adianthifolium Poir.,"Asplenium obovatum subsp. billotii (F.W.Schultz) O.Bolòs, Vigo, Masalles & Ninot","Asplenium obovatum subsp. billotii (F.W.Schultz) O.Bolòs, Vigo, Masalles & Ninot","Asplenium obovatum subsp. billotii (F.W.Schultz) O.Bolòs, Vigo, Masalles & Ninot",Asplenium obovatum,Asplenium cuneatum Lam.,Asplenium cuneatum
437864,Asplenium veitchianum T.Moore,Asplenium tenerum var. pallidum (Blume) Veldkamp & Wardani,Asplenium tenerum var. pallidum (Blume) Veldkamp & Wardani,Asplenium tenerum var. pallidum (Blume) Veldkamp & Wardani,Asplenium tenerum,Asplenium thunbergii Kunze,Asplenium thunbergii
438054,Dryopteris thelypteris var. koreana Nakai,Thelypteris palustris subsp. palustris,Thelypteris palustris subsp. palustris,Thelypteris palustris subsp. palustris,Thelypteris palustris,Thelypteris glanduligera var. glanduligera,Thelypteris glanduligera
439464,Davallia immersa var. amplissima Christ,Leucostegia immersa C.Presl,Leucostegia immersa C.Presl,Leucostegia immersa C.Presl,Leucostegia immersa,Leucostegia amplissima (Christ) C.W.Chen,Leucostegia amplissima
439530,Polystichum pseudomakinoi var. ambiguum Tagawa,Polystichum pseudomakinoi Tagawa,Polystichum pseudomakinoi Tagawa,Polystichum pseudomakinoi Tagawa,Polystichum pseudomakinoi,Polystichum tagawanum Sa.Kurata,Polystichum tagawanum
439674,Dryopteris nokoensis Tagawa,Dryopteris nidus (Baker) Li Bing Zhang,Dryopteris nidus (Baker) Li Bing Zhang,Dryopteris nidus (Baker) Li Bing Zhang,Dryopteris nidus,Dryopteris transmorrisonensis (Hayata) Hayata,Dryopteris transmorrisonensis
439957,Arachniodes fengyangshanensis Cheng & C.F.Zhang ex Y.T.Hsieh,Arachniodes aristata (G.Forst.) Tindale,Arachniodes aristata (G.Forst.) Tindale,Arachniodes aristata (G.Forst.) Tindale,Arachniodes aristata,Arachniodes carvifolia (Kunze) Ching,Arachniodes carvifolia
441123,Polypodium berteroanum Spreng.,Megalastrum inaequalifolium (Colla) A.R.Sm. & R.C.Moran,Megalastrum inaequalifolium (Colla) A.R.Sm. & R.C.Moran,Megalastrum inaequalifolium (Colla) A.R.Sm. & R.C.Moran,Megalastrum inaequalifolium,Rumohra adiantiformis (G.Forst.) Ching,Rumohra adiantiformis
442228,Loxogramme biformis Tagawa,Loxogramme salicifolia (Makino) Makino,Loxogramme salicifolia (Makino) Makino,Loxogramme salicifolia (Makino) Makino,Loxogramme salicifolia,Loxogramme biformis Tagawa,Loxogramme biformis
442582,Pyrrosia intermedia (Goy) K.H.Shing,Pyrrosia drakeana (Franch.) Ching,Pyrrosia drakeana (Franch.) Ching,Pyrrosia drakeana (Franch.) Ching,Pyrrosia drakeana,Pyrrosia confluens var. dielsii (C.Chr.) Hovenkamp,Pyrrosia confluens
442966,Colysis decurrens monstr. bipinnatifida (H.Itô) Nakaike,Leptochilus pothifolius (Buch.-Ham. ex D.Don) Fraser-Jenk.,Leptochilus pothifolius (Buch.-Ham. ex D.Don) Fraser-Jenk.,Leptochilus pothifolius (Buch.-Ham. ex D.Don) Fraser-Jenk.,Leptochilus pothifolius,Leptochilus ellipticus (Thunb.) Noot.,Leptochilus ellipticus
443011,Polypodium parkinsonii Baker,Phymatosorus parksii (Copel.) Brownlie,Phymatosorus parksii (Copel.) Brownlie,Phymatosorus parksii (Copel.) Brownlie,Phymatosorus parksii,Drynaria parkinsonii (Baker) Diels,Drynaria parkinsonii
443139,Polypodium acrosorum Kunze,Niphidium anocarpos (Kunze) Lellinger,Niphidium anocarpos (Kunze) Lellinger,Niphidium anocarpos (Kunze) Lellinger,Niphidium anocarpos,Niphidium crassifolium (L.) Lellinger,Niphidium crassifolium
443306,Polypodium punctulatum Hook.,Serpocaulon subandinum (Sodiro) A.R.Sm.,Serpocaulon subandinum (Sodiro) A.R.Sm.,Serpocaulon subandinum (Sodiro) A.R.Sm.,Serpocaulon subandinum,Serpocaulon eleutherophlebium (Fée) A.R.Sm.,Serpocaulon eleutherophlebium
443307,Polypodium subandinum var. biserialis Rosenst.,Serpocaulon subandinum (Sodiro) A.R.Sm.,Serpocaulon subandinum (Sodiro) A.R.Sm.,Serpocaulon subandinum (Sodiro) A.R.Sm.,Serpocaulon subandinum,Serpocaulon dasypleuron (Kunze) A.R.Sm.,Serpocaulon dasypleuron
443311,Polypodium gauthieri (Fée) C.Chr.,Serpocaulon triseriale (Sw.) A.R.Sm.,Serpocaulon triseriale (Sw.) A.R.Sm.,Serpocaulon triseriale (Sw.) A.R.Sm.,Serpocaulon triseriale,Serpocaulon menisciifolium (Langsd. & Fisch.) A.R.Sm.,Serpocaulon menisciifolium
443342,Polypodium pycnosorum Link,Serpocaulon triseriale (Sw.) A.R.Sm.,Serpocaulon triseriale (Sw.) A.R.Sm.,Serpocaulon triseriale (Sw.) A.R.Sm.,Serpocaulon triseriale,Serpocaulon attenuatum (Humb. & Bonpl. ex Willd.) A.R.Sm.,Serpocaulon attenuatum
443386,Polypodium loriceum var. umbraticum Christ,Polypodium plectolepidioides Rosenst.,Polypodium plectolepidioides Rosenst.,Polypodium plectolepidioides Rosenst.,Polypodium plectolepidioides,Serpocaulon dissimile (L.) A.R.Sm.,Serpocaulon dissimile
443592,Cephalomanes acranthum (H.Itô) Tagawa,Trichomanes laciniatum Roxb.,Trichomanes laciniatum Roxb.,Trichomanes laciniatum Roxb.,Trichomanes laciniatum,Trichomanes atrovirens (C.Presl) Kunze,Trichomanes atrovirens
443594,Trichomanes acranthum H.Itô,Trichomanes laciniatum Roxb.,Trichomanes laciniatum Roxb.,Trichomanes laciniatum Roxb.,Trichomanes laciniatum,Trichomanes atrovirens (C.Presl) Kunze,Trichomanes atrovirens
443674,Microtrichomanes parvulum (Poir.) Copel.,Trichomanes tamarisciforme Jacq.,Trichomanes tamarisciforme Jacq.,Trichomanes tamarisciforme Jacq.,Trichomanes tamarisciforme,Trichomanes parvulum Poir.,Trichomanes parvulum
443679,Hymenophyllum puellum Ces.,Trichomanes apiifolium C.Presl,Trichomanes apiifolium C.Presl,Trichomanes apiifolium C.Presl,Trichomanes apiifolium,Trichomanes maximum Blume,Trichomanes maximum
443702,Trichomanes caruifolium Roxb.,Trichomanes pyxidiferum L.,Trichomanes pyxidiferum L.,Trichomanes pyxidiferum L.,Trichomanes pyxidiferum,Trichomanes obscurum Blume,Trichomanes obscurum
